발화문,상황
어. 너무 고립돼서 너무 무서워.,fear
어 일단 몸은 괜찮어.,fear
내일 친구를 만나는데 뭘 먹을지 모르겠어.,neutral
좋을 것 같아.,neutral
"어, 추천 고마워.",neutral
좋아하는 유튜버가 시청자에게 사과하는 영상을 올렸어.,angry
자신이 산 것처럼 속였지만 사실은 그것이 광고였대.,angry
어떤 영상인데?,angry
모르겠어. 왜 이렇게 지저분한 곰팡이가 잔뜩 나오는지.,angry
그것도 해봤는데 없어지지 않아.,angry
어디선가 냄새가 나서 원인을 찾다가 쓰레기통인 것을 발견했어.,disgust
쓰레기통을 정리하면 될 것 같아.,disgust
내일 친구랑 약속 있는데 뭘 먹어야될지 고민 중이야.,neutral
음식점이 정말 많은 강남역이야. 고민되겠지.,neutral
양식이 좋은데 내 친군 뭘 좋아하는지 잘 모르겠어.,neutral
정말 정말 고마워! 잘 먹고 잘 놀다 올게!,neutral
"아니, 다들 왜들 그러는지 이해가 안 가.",angry
유튜버들이 죄다 뒷광고하고 있었대.,angry
그럼. 거기다 제품 산 사람들이 많대.,angry
사과를 제대로 하는 사람은 없었어.,angry
기분 전환용 영상이라는 건 뭐야?,angry
나 아무래도 혼자 갇힌 것 같아.,fear
자고 일어났더니 주변이 다 물에 잠겨 있어.,fear
나는 자면서 비가 그렇게 많이 오는 지 몰랐거든. 그리고 재난문자도 못봤어.,fear
우리 집 빼고 다 물에 잠겨 있어. 나갈 방도가 없어.,fear
다행히 우리 집까지는 물이 오지 않았어. 그리고 난 괜찮아.,fear
내 휴가가 엉망이 되었어.,angry
첫날부터 비가 오기 시작해.,angry
회사가 바빠서 1년만에 낸 휴가였어.,angry
알았어. 난 영화 보기로 할게.,angry
해도 곰팡이가 사라지질 않아.,angry
이 집 화장실엔 환기구가 없어!,angry
그래서 그런가 하루종일 화장실 청소만 하는 기분이야.,angry
곰팡이 제거제가 그렇게 효과가 있을까?,angry
그렇다면 한 번 사용해보고 싶어.,angry
나 오늘 짭새가 몰려 왔길래 궁금해서 구경 갔다왔어.,neutral
짜증나게 우산을 짭새 쫓아갔다가 놓고 왔어.,neutral
환절기라 비염이 좀 심해지긴 했어.,neutral
나 오늘 짭새가 몰려 와서 궁금해서 구경 갔다왔어!,neutral
근처 가자마자 바리케이드를 치더라고!,neutral
잘 못봤어. 하지만 그렇게 심각한 분위기는 아니었어!,neutral
내가 쓰레기를 제때 버리지 않아서 그래.,disgust
알았어. 바로 묶어서 버릴게.,disgust
방향제 뿌리면 냄새가 더 독해지지 않을까?,disgust
그러니깐. 다음부턴 조심해야 되겠어.,disgust
아니 상사 새끼는 집에 안 가고 내 옆에 붙어서 지랄이지?,angry
그런 새끼는 욕 먹으려고 저러는 거니까 욕해줘도 돼.,angry
저 상사 새끼를 잊어버릴 많아 노래를 부탁해.,angry
오늘 짭새가 몰려 와서 구경 갔다왔어.,neutral
그래서 구경 갔다가 바리케이트를 치더라고.,neutral
내일 친구를 만나기로 했는데 뭘 먹을지 모르겠어.,neutral
친구랑 강남역에서 만나기로 했어.,neutral
오랜만에 친구랑 양식을 먹고 싶어.,neutral
에피타이저부터 푸짐하게 주는 집 정말 좋아.,neutral
너가 추천한 곳이니까 믿고 가서 친구랑 먹고 올게. 고마워.,neutral
내가 좋아하는 유튜버가 뒷광고를 했다고 사과하는 영상을 올렸어.,angry
믿었던 유튜버인데 뒷광고를 했다고 하니까 너무 배신감이 느껴져.,angry
사과영상을 봤는데 자기 변명만 하고 있어서 더 화가 났어.,angry
"너무 화가 나고 어이가 없는데, 내 기분을 전환해줄 수 있는 영상이 있어?",angry
나 갇히게 된 거 같아.,fear
그러니까 먹다가 토할 뻔 했다니까! 어쩜 그렇게 무책임하지?,disgust
정말? 왜 그렇게 해야돼? 사진 찍을까?,disgust
정말 그렇게 한번 해봐야 되겠어. 너무 사람들이 무책임하게 음식을 만드는 것 같애.,disgust
알았어. 사진까지 첨부해서 한 번 전화 해볼게.,disgust
나 아무래도 혼자 집에 갇힌 것 같아.,fear
자고 일어났더니 우리 집 빼고 주변이 다 물바다가 되어있어.,fear
자는 동안에 그렇게 많은 비가 올지 몰랐지. 난 대피 문자도 못 받아서 피하지도 못했어.,fear
당연히 무섭지! 왜 안 무섭겠어!,fear
"당황스럽게도, 정말 몸은 멀쩡해.",fear
화장실은 청소를 해도 곰팡이가 사라지질 않네.,angry
맞아. 우리 집 화장실은 환기구가 없어.,angry
그래서 그런가 하루종일 화장실 청소만 하는 것 같아.,angry
곰팡이 제거제가 과연 효과가 있어?,angry
그렇게 좋다면 당장에 사야지.,angry
쓰레기통에서 역겨운 냄새가 나기 시작했어!,disgust
내가 쓰레기통을 제때 비우지 않아서 그럴 거야.,disgust
방향제로 처리하면 냄새가 없어질까?,disgust
다음부턴 조심해야되겠어.,disgust
그러니까 진짜 깜짝놀랬어.,disgust
"그래. 그렇겠지, 아마도? 빨리 연락해봐야지.",disgust
나 갇힌 것 같아.,fear
무섭기도 하고. 나갈 수 없으니까.,fear
청소를 아무리 해도 깨끗해지지가 않아.,angry
할 수 없지 뭐. 그냥 해야지.,angry
쓰레기 통에서 역겨운 냄새가 나고 있어.,disgust
모르겠어. 뭐가 썩고 있는 것 같애.,disgust
할 수 없지 뭐. 내가 힘 내야지.,disgust
어 짜장면에서 벌레가 나왔어.,disgust
그러니까. 나 짜장면에서 벌레 나온 적 처음이야. 너무 더러워.,disgust
그래? 그럼 바로 사진 찍어놓을게.,disgust
지금 바로 전화해서 짜장면에서 벌레가 나왔다고 이야기해 해봐야겠어.,disgust
벌레가 나온 짜장면을 사진 찍어놨으니까 증거는 확실하지 않나?,disgust
나 갇히게 된 것 같아!,fear
나 혼자 집 안에 갇히게 되었어!,fear
혼자 집 안에 갇혀 있으니까 너무 무섭고 두려워.,fear
화장실은 아무리 청소를 해도 곰팡이가 안 없어져.,angry
나도 너처럼 생각해서 매일 청소를 하는데 곰팡이가 안 없어져.,angry
장마철이라서 습기가 많아지면서 곰팡이가 계속 생기니까 자꾸 신경이 쓰여.,angry
곰팡이 제거제가 효과가 있을까?,angry
곰팡이 제거제가 효과가 있다고 하니까 나 구매 한 번 해볼래.,angry
쓰레기통에서 역겨운 냄새가 나고있어.,disgust
아무래도 내가 음식물 쓰레기를 버렸는데 그게 상해서 그런 것 같아. ,disgust
냄새가 너무 심해서 버리려고 지금 밖에다 내놨어.,disgust
고약한 냄새를 방향제로 처리하는 게 가장 좋을 거 같아.,disgust
내가 쓰레기를 함부로 버려서 생긴 일이니까 힘들어도 얼른 치워야지.,disgust
너무 더럽지?,disgust
사진 빨리 찍어둬야겠다.,disgust
그래. 조치를 빨리 취해주면 좋겠네.,disgust
집에 갇힌 것 같아.,fear
비가 너무 많이 와서 집에 갇힌 거 같애.,fear
아니 괜찮아졌어 이제.,fear
와 짜장면에서 벌레가 나왔다!,disgust
그러게 말이야. 어떻게 그런 일이 생기지!,disgust
그래야겠어. 앞으로 이런 일이 없도록 하게.,disgust
그래야겠어. 이대로는 못 넘어갈 것 같아. 뭐라고 해야지.,disgust
그렇겠지? 이건 이대로 넘어갈 수 없는 일인 것 같아.,disgust
나 짜장면 먹다가 음식에서 벌레가 나왔어.,disgust
그래서 그런건가? 정말 짜증나!,angry
사진 찍어두라고? 왜? 사진 그냥 찍어둬볼까?,disgust
정말 좋은 생각이야. 정말 그래야 될 것 같아. 너무 억울해!,disgust
오케이 알았어 네가 하라는 대로 다 해 볼게.,disgust
나 갇힌 것 같아.,fear
집 안에 갇혀 있어! 어떻게 된 일인지.,fear
고마워. 내가 빨리 냄새를 없앨게.,disgust
지금 엄청 무서워. 밖에 나갈 수도 없고.,fear
몸은 괜찮은데 아직도 비가 오니까 걱정이 돼!,fear
나 정말 겁이 나. 혼자 갇힌 것 같아.,fear
자고 일어났더니 우리 집 주변이 다 물바다가 되어 있어.,fear
자는 동안에 우리 동네에 비가 엄청 많이 왔나봐. 난 대피도 못하고 잠만 잔거야.,fear
무섭지는 않은데 공포스러워. 나 여기 갇혀 있으면 누가 못 꺼내줄까봐.,fear
몸은 괜찮아. 하지만 너무 황당해.,fear
화장실은 청소를 해도 곰팡이가 사라지질 않아.,angry
짜장면에서 벌레가 나왔어.,disgust
벌레가 나오니까 더러워서 먹을 수가 없어. 너무 지저분해!,disgust
너의 말대로 증거로 사진을 찍어놔야겠어.,disgust
지금 당장 짜장면에서 벌레가 나왔다고 항의 전화를 해봐야겠어.,disgust
증거로 벌레가 나온 짜장면을 찍어 놨으니까 확실하게 조치를 취해주겠지?,disgust
나 아무래도 갇히게 된 거 같아.,fear
나 혼자 집 안에 갇히게 된 것 같아.,fear
갑자기 비가 많이 와서 홍수가 나서 집 안에 갇히게 되었어.,fear
나 혼자 갇히게 돼서 너무 무섭고 두려워.,fear
몸은 괜찮지만 물이 집 안까지 들어올까봐 너무 무서워!,fear
우와. 짜장면에 벌레가 나왔다?,disgust
그래야겠지? 그래야 또 다른 말이 없을 테니까.,disgust
얘기를 해서 마무릴 지어야겠지?,disgust
화장실에 곰팡이는 아무리 청소를 해도 없어지지 않아.,angry
매일매일 청소를 하고 있는데 화장실은 곰팡이가 안없어져.,angry
습기가 너무 많아지면서 곰팡이가 생기니까 신경이 쓰여.,angry
곰팡이 제거제가 효과가 있어?,angry
곰팡이 제거제가 효과가 있다고 하니까 나 구매해볼래.,angry
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
내가 음식물 쓰레기를 쓰레기통에 버려서 냄새가 나는거야.,disgust
말대로 음식물이 상해서 역겨운 냄새가 나고 있어. 그래서 버리려고 묶어놨어.,disgust
방향제로 처리하는 게 가장 좋은 방법 같아.,disgust
고약한 냄새 때문에 벌레가 꼬일까봐 걱정스러워. 얼른 치워야겠어.,disgust
아. 짜증나. 그 새끼 일 끝났으면 빨리 집에나 가지. 남아가지고 자꾸 뭐라고 말을 해.,angry
다른 직원들한테는 친절하면서 나한테만 자꾸 화를 내고 짜증을 내니까 화가 나서 그래.,angry
그래. 음악이나 들으면서 기분 풀어야겠다. 나 신나는 음악 좋아해.,angry
아 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
오늘은 날씨가 엄청 좋던데. 내일 비가 온대?  많이 온대? 사무실에 우산은 없어.,neutral
너가 날씨를 알려줬으니까 내일 나갈 때 우산 챙겨갈게. 건강은 괜찮아.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
구경하는 사람들이 너무 많아서 무슨 일인지 알 수가 없었어.,neutral
정확한 건 알 수가 없었지만 사람들이 싸워서 경찰들이 왔다고 하더라고.,neutral
그러니까 밥 먹다가 토하는 줄 알았어.,disgust
일단 증거로 사진 확보 해놓을게.,disgust
사진 확보한 건 메세지로 첨부해서 바로 보내고 항의 전화 해볼게.,disgust
정당한 조치를 한번 받아보고 싶어.,disgust
에서 역겨운 냄새가 나기 시작했어.,disgust
내가 쓰레기통을 제때 비우지 않아서 그런 걸 수도 있어.,disgust
냄새가 없어질까?,disgust
아무래도 혼자 갇힌 것 같아.,fear
자고 일어났더니 우리 집빼고 다 주변이 물바다가 되어있어.,fear
있을 때 비가 엄청나게 내렸대.,fear
없지는 않지만 걱정이 많이 돼.,fear
다행히 몸은 괜찮아. ,fear
짜장면에서 벌레가 나왔어.,disgust
먹다가 토하는 줄 알았어.,disgust
알았어. 몇 장 찍어놓을게.,disgust
사진을 인정해줄까?,disgust
나도 사과 받고 싶어.,disgust
아! 짜장면에서 벌레가 나왔어.,disgust
너무 지저분하고 더러워서 짜장면을 못 먹겠어. 버려야 할 것 같아.,disgust
너의 말대로 사진을 찍어놓을게.,disgust
증거로 벌레가 나온 짜장면을 찍어 놨으니까 적당한 조치를 취해주겠지.,disgust
자고 일어났더니 우리집 빼고 다 물에 잠겨있잖아.,fear
와 짜장면에서 벌레 나왔다.,disgust
으! 사진 찍기도 징그럽다!,disgust
바로 전화해 봐야겠지? 하 전화 하기도 귀찮은데.,disgust
아휴! 환불은 해주겠지.,disgust
무서워 죽겠어. 왜 안 무섭겠어.,fear
몸은 괜찮지만 심리적으로 너무 불안해.,fear
아무리 청소를 해도 화장실은 곰팡이가 안 없어져.,angry
그래서 매일 매일 청소를 하고 있는데 곰팡이가 안 없어져.,angry
습기 때문에 계속 생기는 곰팡이를 어떻게 없앨 수 있지?,angry
곰팡이 제거제가 효과가 있어?,angry
곰팡이 제거제를 쓰면 좀 곰팡이가 사라진다고 하니까 나 사용해볼래!,angry
화장실은 청소를 해도 곰팡이가 왜 사라지질 않는 거야?,angry
맞아. 결국엔 환기인 거 같애.,angry
습기가 너무 많아서 곰팡이가 사라지질 않는 거야.,angry
과연 효과가 있을까?,angry
훨씬 나아지면 당연히 구매해야지.,angry
아무래도 나 혼자 집에 갇히게 된 것 같아!,fear
쓰레기통에서 역겨운 냄새가 나기 시작했어.,disgust
내가 쓰레기통을 제대로 안 비웠어.,disgust
장마가 와서 갑자기 비가 많이 내리면서 우리 동네가 고립돼서 나 혼자 집에 갇히게 됐어.,fear
나 혼자 집안에 갇히게 되니까 엄청 무섭지. 두려워.,fear
몸은 괜찮지만 비가 너무 많이 내려서 집 안까지 물이 들어올까봐 걱정돼.,fear
그래. 방향제로 처리하는 게 제일 낫겠지?,disgust
그래도 내가 잘못한 건데. 다음부턴 조심해야지.,disgust
아. 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 가지. 남아가지고 자꾸 나한테 짜증 내.,angry
다른 직원들한테는 친절하게 하면서 나한테 짜증 내고 화를 내니까 그래. 너무 화가 나!,angry
그래. 너의 말대로 음악이나 들으면서 기분 풀어야겠다. 나는 신나는 음악이 좋아.,angry
니가 안 당해봐서 그래. 그런 놈은 욕을 한 바가지를 해줘야된다구.,angry
바리케이드를 치는 바람에 제대로 못 봤어.,neutral
짭새 구경 나갔다가 우산도 잃어버리고 왔어.,neutral
우리 동네 짭새 몰려왔어.,neutral
쓰레기통에서 역겨운 냄새가 나고 있어!  ,disgust
내가 버린 음식물 쓰레기가 상해서 냄새가 나고 있어.,disgust
고약한 냄새를 방향제로 처리하는 게 가장 좋은 방법 같아.,disgust
힘들어도 얼른 방을 치워야 할 것 같아. 이 냄새 때문에 벌레가 생길 것 같아.,disgust
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어. ,neutral
구경하는 사람들이 너무 많아서 왜 몰려있는지 알 수가 없었어!,neutral
무슨 일이 있는지 잘 보이지 않아서 30분만 구경하고 집에 왔어.,neutral
나 오늘 짭새들이 몰려있길래 궁금해서 구경 다녀왔어.,neutral
구경하는 사람들이 너무 많아서 무슨 일인지 알 수가 없었어.,neutral
사람들이 너무 많아서 앞에가 잘 보이지 않아서 무슨 일인지 정확히 몰라.,neutral
