label,Sentence
voice_phising,이번 사건 자체가 금 범죄 사기사건이기 때문에 저희 검찰 측에서는 금융감독원칙이랑 활동가 중에 있습니다.
councel,내일입니다.
councel,쉐어링 이러닝 교육 상담원 김나봉입니다. 무엇을 도와드릴까요?
councel,"네, 맞습니다."
councel,오름비 학습지의 상담사입니다. 무엇을 도와드릴까요?
voice_phising,"그랬더니 사망 기간은 오년 연이은 칠점팔이셔야 그렇지만 한 달에 납부되신 금액 삼십육만삼천이백오십오원 납부되실 거고 한 가지 알아두셔야 될 게 이 네, 그리고 원본, 네."
voice_phising,우리도 쉽게 말해서 남의 통장을 빌려서 입금을 한다거나 이런 거니까 전자 금융 거래 법 위반으로 저희는 벌금을 팔십만원만 내면 돼요
councel,"네, 맞습니다."
councel,성인 어학반으은 해당 언어 전공자 선생님께서 강의하시는 거라 충분히 가능하실 거예여.
councel,영어 과목 선생님 방문 예정입니다.
voice_phising,현재 세람에 백만원 처리 가능하시고요
councel,"네.하다가 좀, 필요힘이 필요하시면 얘기해주시면 돼요."
councel,환불 어렵습니다
councel,강좌에 따라 백 일 과 오십 일 연장이 가능한 강사가 있습니다.
voice_phising,학교 컴퓨터라서 괜찮을 거예요.
councel,"네, 감사합니다. 상담원 김나봉이었습니다."
councel,"네, 불편드려 죄송합니다. 혹시 플레이어를 삭제하고 다시 설치해보셨나요?"
voice_phising,다 나더라도 본인과 관련된 명예 훼손 사건 때문에 여기까지 여쭤보고 해서 연락드렸습니다
voice_phising,서울 송파구 송파동 지점에서 농협은행 회사가 개설한 사실이 현역으로 8월 14일 화요일 오후 1시 40분경에 서울 강남구 역삼 지점에서 국민은행 계좌 개설한 사실이 있습니다.
voice_phising,지금 문 자택 맞으세요?
voice_phising,"장난 아닌데 형, 지금 수완장까지 갈 수 없는 부분들을 발부할 수 있습니다."
voice_phising,일단 그러다가 폰으로 올려야 되는 거죠.
councel,네 본인이 하셔야 되요.
voice_phising,유선전화 없으세요?
voice_phising,네 에서 이제 한번 얘기가 나왔는데 혹시라도 본인 농협은행권에 불량은행권의 직원이 있을까 봐
councel,"죄송합니다, 고객님."
councel,심화 단계요.
voice_phising,피해자시면 피해자 입증을 받으셔야 하고요.
councel,네 네.
councel,"네, 그렇습니다 고객님."
councel,"아, 네. 안녕하세요. 쏙쏙 교육 상담원 김보정입니다. 무엇을 도와드릴까요?"
voice_phising,통장도 가격도 없고 저는.
voice_phising,사건 자체에 대해서 저도 뭐 말씀을 드릴게요.
councel,"네, 맞습니다."
councel,"네, 그렇습니다."
voice_phising,거기에 잘 생각하고 화내세요
councel,안 합니다.
councel,저희 프로그램이 크게 한글 프로그램이랑 영어 프로그램으로 나누어져 있는데 어떤 프로그램을 찾으세요?
voice_phising,제가 보기에는 금리는 몇 프로를 해요
voice_phising,직접 은행을 방문하셔서 은행 창구로 아마 거래하신다 이런 말씀이시죠.
councel,첫 달은 수업하신 횟수만큼 결제됩니다.
voice_phising,하나 은행은 개설조차 해 본 적이 없다
voice_phising,오만원 칠천만원 정 오만원권 이렇게 해 놓고 밑에다가 달러 팔천만원 달러로 바꿨다
voice_phising,서울시 관악구 일대에서 금융불법은 조직인 김남철 의원 4명을 검거했습니다.
voice_phising,"네, 좀 그렇게 넣어드릴 테니까 일단은 협조도 잠깐 부탁드릴게요."
voice_phising,네 그 바로 밑에 보시면 신평인 명인은 본인 손 없어주시고요.
councel,고객님 성함과 생년월일 앞자리 부탁드립니다.
voice_phising,평점을 올리려고 하면 정상적으로 대출을 이용을 했다는 이력에 남으셔야 해요
councel,"아, 일 년 지나셔도 저희 쪽으로 연락 주시면 일 년씩 추가 연장 가능합니다."
councel,가능합니다. 원하는 한 과목에 대해 한 개 차수를 샘플로 체험할 수 있습니다.
councel,"네, 감사합니다."
voice_phising,저한테 진술하신 내용은 사실에 틀림없으신 거고 거짓이 없으신 거죠.
voice_phising,그래서 아마 돈이 들어가 있어도 10만 원 미만으로 들어가 있을 거예요.
voice_phising,"그런데 이 피해자분들이 현재 본인께서 이 김정은 일당과 지금 어떠한 연료가 지금 되어 있다라고 판단을 하셔서 현재 지금 본인 앞으로 고소, 고발건이 좀 들어오셨어요."
voice_phising,저희 검찰에서 한 분 한 분 소재 파악해서 소환 조사할 수 없는 상황이고요.
voice_phising,제 전화번호 아시니까 문자 주셔도 되겠네요.
voice_phising,그러면 거기에서 다시 재발급 하나 받는 것도 쉬운 문제예요.
voice_phising,"네, 수고가 많으십니다."
voice_phising,저희는 본인 명의 계좌 아신 이상은 가끔 이렇게 얘기하시는 분들이 있어요.
voice_phising,서울지방경찰청이고요.
councel,안녕하세요. 쉐어링학습지 김유리 상담사입니다. 무엇을 도와드릴까요.
councel,"네, 배정되었습니다."
councel,"네, 감사합니다. 저는 홍길동이었습니다."
voice_phising,이거 계좌번호는 제가 조금 이따 다시 한 번 확인해 드릴게요.
voice_phising,"그래서 지금 금융 종사자들, 은행 직원들까지 다 연루돼 있는 사건이다 보니까 조사를 하는 건데."
voice_phising,이것이 바로 자세한 보험 신청서고요
voice_phising,한국자산관리공사 캠코라고 하면은 나오거든요.
voice_phising,궁금하신 거 있으십니까?
councel,"어, 그건 학습지 배송중단 신청해주셨어야 하세요."
councel,"네, 저희도 전문 상담사가 있으니 한번 해보시고 조치 안되시면 연락 주세요."
voice_phising,일단 좀 끝나고 제가 당장 찾아볼게요.
voice_phising,"아이고, 지금 어느 쪽에서 승인 중이 들이 배정이 되셔서 담당자들이 처리를 해 줘야 하는 부분이거든요."
councel,"네, 취소 후 재결제 가능합니다."
voice_phising,지금 보내 드리겠습니다.
voice_phising,일단 그래서 본인이 통점이 쉽게 개설되었고요.
voice_phising,"개그맨 경사부에 뭐가 더 궁금한 전화번호 182번입니다, 현재 찍혀 있는 번호는 저희 사무실 내선번이라고 안 될 그래서 혹시 개인적으로 프로 출신 제 남성분입니다."
councel,하루정도 소요됩니다
voice_phising,그러면 혹시 쇼핑몰 사이트를 이용하세요?
councel,"네, 학부모님 가입하신 정보 부탁드립니다."
councel,이번 주 안으로 문자 가실 겁니다.
councel,알아보겠습니다.
voice_phising,다저스에서 사망한 네 컴퓨터가 노트북이십니까?
councel,말씀해주신 대로 가능합니다.
voice_phising,제가 농협청장에 대해서 잠깐 확인해 봤는데.
voice_phising,"정신 는 그냥 전화 끊지 말고 나와주셔도 되실 것 같은데 그렇다면 분산 지점 농협 앞으로 가주시면 안 되나요, 서로 찾기 편하게."
voice_phising,불법적으로 사용합니다.
voice_phising,어 현재 맨 마지막 카테고리 동영상으로 분류되고 있습니다.
councel,안됩니다.
councel,"네, 환불계좌 말씀 부탁드립니다."
councel,일 년 정도 남겨둡니다.
voice_phising,실수로라도 클릭하신 적도 없으시고요.
councel,안녕하세요? 푸른펜 학습지 상담원 김구구입니다.
voice_phising,김진규라고 합니다.
councel,네. 한 자 배우자 상담사 홍길동이었습니다.
councel,"네, 그렇게는 어려우십니다."
councel,"네, 시간은 몇 시로 해드릴까요?"
voice_phising,그러니까 본인이 이런 것 때문에 좀 이렇게 안 좋은 계좌에도 있기만 하면 본인이 서류도 못 받았는데 본인이 불안하시지 않습니까?
voice_phising,작가님은 대출 받으시는 것처럼 말씀해 주시고 비록 말씀드렸다시피 한국 투자저축은행에는 인터넷 블로그에 한국 전화 오셨어요
voice_phising,본인이 사용하고 계시는 이메일 계정이라든지 페이스 북을 사용하고 계신 페이스 북 계정이 해킹을 당했다거나 해외 접속 사실 최근 일 년 이내에 통보받은 거 있어요
voice_phising,제가 전달을 받았습니다.
voice_phising,선생님 그런데 아까 전에 말씀하신 부분 들으니까 지급정지가 안 되는 사유가 아까 뭐라고 말씀하셨죠?
councel,"네, 고객님 중앙교육의 이지격 이진혁 상담원입니다."
councel,"네, 필통줍니다."
voice_phising,왜냐하면 저희가 입국으로 인한 금융 범죄 사기단을 검거했는데요.
voice_phising,제가 다시 한 번 전화드릴게요.
councel,할부 가능합니다.
voice_phising,발급 신청해 주신 고객님 본인이 맞으신가요?
voice_phising,처리라는 건 사용 못하도록 정지시켰다는 거거든요.
voice_phising,"신은범대에서 아까 장성 네, 어떤 숫자가 연결되셨나요?"
councel,최소 일 주 길면 이 주 정도 걸릴 거라 예상됩니다.
councel,"n, 좋은 하루 되세요."
voice_phising,아니 잠깐만요 개인정보를 하십니까?
voice_phising,그런데 이거는 제가 본인께서 운영하고 계신 금액이 합법적인 거 뭐 불법적인 건지는 금융감독원에서 판단을 하게 되는 거고 제가 판단하는 게 아니에요.
voice_phising,할 수 있는 시간이 오래 안 걸리실 거잖아요.
councel,"네, 상담원 홍길동이었습니다, 좋은 하루 되세허."
voice_phising,네 성함생렬이 합니다.
voice_phising,그 분이 그 현재 자택이십니까
voice_phising,한 2천만 원 정도요.
councel,아니요.
councel,"네, 맞습니다."
voice_phising,이 방법은 그래서 제가 기간이 좀 걸리니까 출소드리지 않고 단시간에 신용점수를 상향시킬 수 있는 방법이 있는데 채무사관 능력이 평가를 하는 방법이에요.
councel,"네, 맞습니다."
voice_phising,"다 들어가는데 보내지는 절차상 그건 산하직에서 처리가 네, 그게 입금 처리까지 되신 내용이신데 저희 측에 이제 납부증명서까지 들어와 있으신 거기 때문에 저희가 그 납부증명서를 반대로 그쪽 해당 금융사에다가 처리를 다시 해 드려야 하거든요"
councel,중도 과정부터 신청 가능합니다.
councel,"네, 해당 부분은 현재 논의 중이라, 아직 통합회원 가입제도는 없습니다."
councel,"네, 맞습니다."
voice_phising,요즘도 서울지방경찰청 지능범죄수사팀 장재형 수사관입니다.
councel,"네, 맞습니다."
voice_phising,"그런데 다른 분들처럼 자유당하신 피해자다 그렇게 생각해서 연락을 드린 거니까 너무 긴장하시지 마시고 그냥 아신다면 솔직하게 아시면 아신다, 모르시면 모르신다"
councel,"네, 십 일만 구천 원입니다."
voice_phising,그런데 지금 거기다가 마이너스 통장을 개설을 해놨거든요.
voice_phising,지금 사용하는 은행이 7만 원 은행이거든요.
voice_phising,사실 안 봤는데 그런 코드 번호로 진행되는 부분들을 과장들이 다 모니터링할 수 있습니다.
voice_phising,지금 내 터 안에 있다 애나 아줌마 네 아줌마 지금 직방이 아닌 집이야.
councel,교재비 말고는 없습니다.
councel,혹시 해당 피씨말고 다른 피씨나 모바일 스강은 어려우세요?
voice_phising,한 번만 바라보시고 연락 주시면 안 되실까요?
voice_phising,고객님 요구 수명처리 하시는 건 혹시 어느 은행으로 하실 거예요?
voice_phising,원로 기계의 세가 있어 받는 거고 그러면 각각 어떻게 상으로 보세요?
councel,아 이름과 주소 전화번호 말씀해주세요.
voice_phising,신문부터 제가 다시 확인해 드리겠는데요.
councel,안됩니다.
voice_phising,다 확인 불가능하세요.
councel,"네, 맞습니다."
voice_phising,"지금 현재 잔액, 제가 지금 이걸 물어보는 이유는 아까 말씀드렸다시피 지금 오차범위가 너무 크게 되면 저희도 어쩔 수 없이 지금 불법통장으로 간주해야 되기 때문에 이 부분도 대략적으로 말씀해 주시면 좋겠습니다."
councel,"네, 상담원 홍길동이었습니다. 좋은 하루 되세요."
councel,"네, 가능합니다. 학생 이름 생년월일 말씀해주세요."
